WTA;Location;Tournament;Date;Tier;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;WPts;LPts;W1;L1;W2;L2;W3;L3;Wsets;Lsets;Comment;B365W;B365L;PSW;PSL;MaxW;MaxL;AvgW;AvgL
8;Dubai;Dubai Duty Free Tennis Championships;18/02/2022;WTA500;Outdoor;Hard;Semifinals;3;Vondrousova M.;Kudermetova V.;38;31;1337;1655;;;;;;;;;Retired;1,57;2,37;1,64;2,41;1,67;2,45;1,6;2,34
8;Dubai;Dubai Duty Free Tennis Championships;19/02/2022;WTA500;Outdoor;Hard;The Final;3;Ostapenko J.;Kudermetova V.;21;31;2225;1655;6;0;6;4;;;2;0;Completed;1,53;2,5;1,6;2,5;1,6;2,63;1,53;2,5
9;Doha;Qatar Open;20/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Cirstea S.;Sherif M.;31;64;1607;949;6;2;6;1;;;2;0;Completed;1,22;4,33;1,23;4,57;1,24;5;1,21;4,26
9;Doha;Qatar Open;20/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Van Uytvanck A.;Zvonareva V.;53;103;1083;676;6;4;6;4;;;2;0;Completed;1,9;1,9;1,84;2,06;1,91;2,13;1,82;1,97
9;Doha;Qatar Open;20/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Tauson C.;Bencic B.;33;22;1536;2060;6;4;3;6;6;3;2;1;Completed;2;1,8;2,13;1,81;2,2;1,89;2,05;1,76
9;Doha;Qatar Open;20/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Konjuh A.;Kostyuk M.;51;54;1103;1080;4;6;7;5;6;3;2;1;Completed;2,75;1,44;3,05;1,43;3,1;1,52;2,83;1,42
9;Doha;Qatar Open;20/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Brengle M.;Oz I.;60;277;982;247;7;5;6;3;;;2;0;Completed;1,06;10;1,07;10,37;1,08;12,25;1,06;8,93
9;Doha;Qatar Open;20/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Li A.;Kenin S.;58;89;999;771;6;3;6;7;6;3;2;1;Completed;2;1,8;2,05;1,85;2,26;1,92;2;1,81
9;Doha;Qatar Open;20/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Juvan K.;Voegele S.;90;154;765;424;6;4;6;2;;;2;0;Completed;1,3;3,5;1,29;3,91;1,32;4,71;1,28;3,61
9;Doha;Qatar Open;20/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Pegula J.;Siniakova K.;17;48;2339;1120;6;3;6;2;;;2;0;Completed;1,4;3;1,42;3,08;1,5;3,08;1,4;2,91
9;Doha;Qatar Open;20/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Sasnovich A.;Zhang S.;61;65;968;946;6;1;6;1;;;2;0;Completed;1,4;3;1,37;3,35;1,42;3,35;1,36;3,08
9;Doha;Qatar Open;20/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Azarenka V.;Putintseva Y.;16;39;2397;1255;5;7;6;2;7;5;2;1;Completed;1,33;3,4;1,35;3,49;1,35;3,98;1,32;3,34
9;Doha;Qatar Open;20/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Anisimova A.;Haddad Maia B.;40;70;1245;913;7;5;6;4;;;2;0;Completed;1,25;4;1,25;4,33;1,3;4,54;1,24;4,03
9;Doha;Qatar Open;20/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Cornet A.;Samsonova L.;37;34;1330;1532;3;6;6;4;7;5;2;1;Completed;2,1;1,72;2,07;1,83;2,1;1,98;2,02;1,79
9;Doha;Qatar Open;21/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Martincova T.;Svitolina E.;42;15;1206;2526;6;7;7;5;7;6;2;1;Completed;3,2;1,36;3,2;1,4;3,84;1,4;3,22;1,34
9;Doha;Qatar Open;21/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Ostapenko J.;Dodin O.;13;93;2635;751;6;4;6;2;;;2;0;Completed;1,12;6;1,19;5,25;1,24;6,15;1,15;5,34
9;Doha;Qatar Open;21/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Golubic V.;Petkovic A.;36;59;1413;992;6;4;6;4;;;2;0;Completed;1,72;2,1;1,88;2,01;1,99;2,15;1,79;2,02
9;Doha;Qatar Open;21/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Linette M.;Riske A.;67;52;935;1101;2;6;7;6;6;1;2;1;Completed;2,5;1,53;2,5;1,59;2,7;1,59;2,46;1,54
9;Doha;Qatar Open;21/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Garcia C.;Halep S.;76;27;855;1832;6;4;6;3;;;2;0;Completed;7;1,1;8,16;1,1;8,7;1,13;7,23;1,09
9;Doha;Qatar Open;21/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Kasatkina D.;Tomljanovic A.;28;38;1760;1310;6;4;6;7;6;2;2;1;Completed;1,4;3;1,46;2,9;1,46;3,38;1,4;2,92
9;Doha;Qatar Open;21/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Gauff C.;Rogers S.;23;46;2051;1124;6;2;6;3;;;2;0;Completed;1,5;2,62;1,51;2,74;1,55;2,77;1,47;2,64
9;Doha;Qatar Open;21/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Mertens E.;Paolini J.;26;44;1841;1153;6;3;2;6;7;5;2;1;Completed;1,22;4,33;1,23;4,6;1,25;4,6;1,22;4,26
9;Doha;Qatar Open;21/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Kvitova P.;Begu I.;21;55;2110;1059;6;3;6;1;;;2;0;Completed;1,44;2,75;1,47;2,87;1,47;3,1;1,42;2,84
9;Doha;Qatar Open;21/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Teichmann J.;Kerber A.;41;18;1238;2286;4;6;6;3;6;2;2;1;Completed;1,9;1,9;1,84;2,03;2,02;2,04;1,84;1,95
9;Doha;Qatar Open;21/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Cristian J.;Rybakina E.;71;20;911;2205;6;4;6;3;;;2;0;Completed;4,5;1,2;4,98;1,21;5,09;1,22;4,55;1,19
9;Doha;Qatar Open;21/02/2022;WTA1000;Outdoor;Hard;1st Round;3;Rus A.;Kudermetova V.;66;25;938;1880;7;6;6;4;;;2;0;Completed;4;1,25;4,32;1,25;4,33;1,25;4,03;1,23
9;Doha;Qatar Open;21/02/2022;WTA1000;Outdoor;Hard;2nd Round;3;Muguruza G.;Cirstea S.;9;31;3350;1607;7;6;6;1;;;2;0;Completed;1,44;2,75;1,51;2,75;1,51;2,85;1,46;2,68
9;Doha;Qatar Open;21/02/2022;WTA1000;Outdoor;Hard;2nd Round;3;Kontaveit A.;Konjuh A.;7;51;4137;1103;6;2;6;3;;;2;0;Completed;1,22;4,33;1,22;4,86;1,3;5;1,21;4,41
9;Doha;Qatar Open;22/02/2022;WTA1000;Outdoor;Hard;2nd Round;3;Badosa P.;Tauson C.;78;33;821;1536;6;1;6;2;;;2;0;Completed;1,5;2,62;1,51;2,76;1,56;3;1,49;2,59
9;Doha;Qatar Open;22/02/2022;WTA1000;Outdoor;Hard;2nd Round;3;Mertens E.;Kvitova P.;26;21;1841;2110;7;5;1;2;;;1;0;Retired;2,62;1,5;2,64;1,55;2,95;1,55;2,65;1,48
9;Doha;Qatar Open;22/02/2022;WTA1000;Outdoor;Hard;2nd Round;3;Kasatkina D.;Cristian J.;28;71;1760;911;2;6;2;2;;;0;1;Retired;1,36;3,2;1,36;3,43;1,42;3,43;1,34;3,23
9;Doha;Qatar Open;22/02/2022;WTA1000;Outdoor;Hard;2nd Round;3;Pegula J.;Juvan K.;17;90;2339;765;6;3;6;3;;;2;0;Completed;1,33;3,4;1,37;3,38;1,38;3,68;1,32;3,38
9;Doha;Qatar Open;22/02/2022;WTA1000;Outdoor;Hard;2nd Round;3;Krejcikova B.;Linette M.;3;67;5003;935;6;1;6;3;;;2;0;Completed;1,2;4,5;1,21;5,03;1,22;5,07;1,2;4,55
9;Doha;Qatar Open;22/02/2022;WTA1000;Outdoor;Hard;2nd Round;3;Gauff C.;Garcia C.;23;76;2051;855;6;2;7;6;;;2;0;Completed;1,33;3,4;1,33;3,67;1,39;3,67;1,32;3,34
9;Doha;Qatar Open;22/02/2022;WTA1000;Outdoor;Hard;2nd Round;3;Martincova T.;Rus A.;42;66;1206;938;6;2;6;4;;;2;0;Completed;1,66;2,2;1,7;2,28;1,74;2,3;1,67;2,19
9;Doha;Qatar Open;22/02/2022;WTA1000;Outdoor;Hard;2nd Round;3;Jabeur O.;Sasnovich A.;10;61;3065;968;1;6;7;5;6;3;2;1;Completed;1,5;2,62;1,6;2,52;1,61;2,7;1,53;2,48
9;Doha;Qatar Open;22/02/2022;WTA1000;Outdoor;Hard;2nd Round;3;Ostapenko J.;Anisimova A.;13;40;2635;1245;6;3;4;6;6;4;2;1;Completed;1,8;2;1,81;2,11;1,87;2,5;1,77;2,04
9;Doha;Qatar Open;22/02/2022;WTA1000;Outdoor;Hard;2nd Round;3;Teichmann J.;Van Uytvanck A.;41;53;1238;1083;7;6;7;5;;;2;0;Completed;1,36;3,2;1,42;3,11;1,53;3,27;1,42;2,85
9;Doha;Qatar Open;22/02/2022;WTA1000;Outdoor;Hard;2nd Round;3;Brengle M.;Azarenka V.;60;16;982;2397;;;;;;;;;Walkover;5;1,16;5,96;1,17;6,15;1,2;5,3;1,15
9;Doha;Qatar Open;22/02/2022;WTA1000;Outdoor;Hard;2nd Round;3;Sabalenka A.;Cornet A.;2;37;5563;1330;6;2;6;2;;;2;0;Completed;1,36;3,2;1,39;3,29;1,39;3,52;1,34;3,21
9;Doha;Qatar Open;22/02/2022;WTA1000;Outdoor;Hard;2nd Round;3;Swiatek I.;Golubic V.;8;36;3936;1413;6;2;3;6;6;2;2;1;Completed;1,16;5;1,17;5,99;1,18;6;1,16;5,21
9;Doha;Qatar Open;22/02/2022;WTA1000;Outdoor;Hard;2nd Round;3;Sakkari M.;Li A.;6;58;4191;999;6;3;6;3;;;2;0;Completed;1,2;4,5;1,27;4,26;1,27;5;1,21;4,32
9;Doha;Qatar Open;23/02/2022;WTA1000;Outdoor;Hard;3rd Round;3;Gauff C.;Badosa P.;23;78;2051;821;6;2;6;3;;;2;0;Completed;3;1,4;3,08;1,43;3,08;1,45;2,86;1,42
9;Doha;Qatar Open;23/02/2022;WTA1000;Outdoor;Hard;3rd Round;3;Kontaveit A.;Mertens E.;7;26;4137;1841;6;3;0;6;6;2;2;1;Completed;1,36;3,2;1,41;3,17;1,42;3,38;1,37;3,08
9;Doha;Qatar Open;23/02/2022;WTA1000;Outdoor;Hard;3rd Round;3;Ostapenko J.;Krejcikova B.;13;3;2635;5003;6;3;6;2;;;2;0;Completed;2,3;1,61;2,4;1,65;2,51;1,67;2,29;1,61
9;Doha;Qatar Open;23/02/2022;WTA1000;Outdoor;Hard;3rd Round;3;Jabeur O.;Martincova T.;10;42;3065;1206;6;1;3;6;6;3;2;1;Completed;1,25;4;1,3;3,94;1,3;4,1;1,27;3,75
9;Doha;Qatar Open;23/02/2022;WTA1000;Outdoor;Hard;3rd Round;3;Sakkari M.;Pegula J.;6;17;4191;2339;6;4;7;5;;;2;0;Completed;1,57;2,37;1,61;2,49;1,65;2,49;1,57;2,37
9;Doha;Qatar Open;23/02/2022;WTA1000;Outdoor;Hard;3rd Round;3;Sabalenka A.;Teichmann J.;2;41;5563;1238;6;2;6;1;;;2;0;Completed;1,4;3;1,4;3,23;1,42;3,38;1,39;3
9;Doha;Qatar Open;23/02/2022;WTA1000;Outdoor;Hard;3rd Round;3;Swiatek I.;Kasatkina D.;8;28;3936;1760;6;3;6;0;;;2;0;Completed;1,22;4,33;1,25;4,38;1,25;4,6;1,22;4,25
9;Doha;Qatar Open;23/02/2022;WTA1000;Outdoor;Hard;3rd Round;3;Muguruza G.;Brengle M.;9;60;3350;982;6;0;6;2;;;2;0;Completed;1,14;5,5;1,19;5,37;1,19;10;1,15;5,59
9;Doha;Qatar Open;24/02/2022;WTA1000;Outdoor;Hard;Quarterfinals;3;Sakkari M.;Gauff C.;6;23;4191;2051;6;3;6;3;;;2;0;Completed;1,57;2,37;1,57;2,59;1,69;2,59;1,58;2,37
9;Doha;Qatar Open;24/02/2022;WTA1000;Outdoor;Hard;Quarterfinals;3;Kontaveit A.;Jabeur O.;7;10;4137;3065;6;4;6;1;;;2;0;Completed;1,57;2,37;1,53;2,69;1,6;2,71;1,53;2,5
9;Doha;Qatar Open;24/02/2022;WTA1000;Outdoor;Hard;Quarterfinals;3;Ostapenko J.;Muguruza G.;13;9;2635;3350;6;2;6;2;;;2;0;Completed;2,1;1,72;2,12;1,81;2,22;1,81;2,09;1,74
9;Doha;Qatar Open;24/02/2022;WTA1000;Outdoor;Hard;Quarterfinals;3;Swiatek I.;Sabalenka A.;8;2;3936;5563;6;2;6;3;;;2;0;Completed;2,2;1,66;2,21;1,75;2,34;1,78;2,17;1,7
9;Doha;Qatar Open;25/02/2022;WTA1000;Outdoor;Hard;Semifinals;3;Kontaveit A.;Ostapenko J.;7;13;4137;2635;6;1;6;4;;;2;0;Completed;1,57;2,37;1,58;2,55;1,62;2,7;1,57;2,41
9;Doha;Qatar Open;25/02/2022;WTA1000;Outdoor;Hard;Semifinals;3;Swiatek I.;Sakkari M.;8;6;3936;4191;6;4;6;3;;;2;0;Completed;2,1;1,72;2,13;1,8;2,25;1,83;2,13;1,72
9;Doha;Qatar Open;26/02/2022;WTA1000;Outdoor;Hard;The Final;3;Swiatek I.;Kontaveit A.;8;7;3936;4137;6;2;6;0;;;2;0;Completed;2,1;1,72;2,02;1,88;2,27;1,88;2,09;1,75
10;Guadalajara;Abierto Zapopan;21/02/2022;WTA250;Outdoor;Hard;1st Round;3;Schmiedlova A.;Parrizas Diaz N.;88;47;772;1123;6;1;6;4;;;2;0;Completed;2,37;1,57;2,45;1,61;2,49;1,67;2,35;1,59
10;Guadalajara;Abierto Zapopan;21/02/2022;WTA250;Outdoor;Hard;1st Round;3;Potapova A.;Tsurenko L.;111;127;611;542;6;4;2;2;;;1;0;Retired;1,9;1,9;1,94;1,94;1,95;2,02;1,87;1,91
10;Guadalajara;Abierto Zapopan;21/02/2022;WTA250;Outdoor;Hard;1st Round;3;Kalinskaya A.;Zheng Q.;100;77;694;852;6;3;2;6;6;2;2;1;Completed;3;1,4;3,06;1,42;3,1;1,45;2,9;1,4
10;Guadalajara;Abierto Zapopan;21/02/2022;WTA250;Outdoor;Hard;1st Round;3;Wang Q.;Davis L.;144;87;459;792;6;2;6;1;;;2;0;Completed;1,53;2,5;1,63;2,41;1,63;2,5;1,57;2,38
10;Guadalajara;Abierto Zapopan;21/02/2022;WTA250;Outdoor;Hard;1st Round;3;Stephens S.;Fruhvirtova B.;57;435;1023;116;6;2;6;2;;;2;0;Completed;1,57;2,37;1,67;2,33;1,67;2,5;1,59;2,33
10;Guadalajara;Abierto Zapopan;21/02/2022;WTA250;Outdoor;Hard;1st Round;3;Bronzetti L.;Mcnally C.;112;156;611;423;6;7;6;3;6;3;2;1;Completed;2,1;1,72;2,06;1,84;2,2;1,84;2,05;1,77
10;Guadalajara;Abierto Zapopan;22/02/2022;WTA250;Outdoor;Hard;1st Round;3;Tan H.;Keys M.;104;29;668;1744;6;4;1;6;6;1;2;1;Completed;6;1,12;7,75;1,11;7,75;1,14;6,5;1,11
10;Guadalajara;Abierto Zapopan;22/02/2022;WTA250;Outdoor;Hard;1st Round;3;Bouzkova M.;Doi M.;96;78;743;832;4;6;7;5;6;4;2;1;Completed;1,57;2,37;1,65;2,37;1,65;2,4;1,59;2,34
10;Guadalajara;Abierto Zapopan;22/02/2022;WTA250;Outdoor;Hard;1st Round;3;Baptiste H.;Kuzmova V.;131;140;513;465;6;3;6;3;;;2;0;Completed;1,9;1,9;1,93;1,96;1,95;2,03;1,88;1,91
10;Guadalajara;Abierto Zapopan;22/02/2022;WTA250;Outdoor;Hard;1st Round;3;Osorio M.;Tomova V.;45;105;1147;647;6;4;6;3;;;2;0;Completed;1,4;3;1,39;3,23;1,44;3,24;1,38;3,02
10;Guadalajara;Abierto Zapopan;22/02/2022;WTA250;Outdoor;Hard;1st Round;3;Wang Xin.;Udvardy P.;94;83;750;801;6;4;4;6;6;1;2;1;Completed;1,2;4,5;1,2;5,19;1,23;5,19;1,19;4,56
10;Guadalajara;Abierto Zapopan;22/02/2022;WTA250;Outdoor;Hard;1st Round;3;Sorribes Tormo S.;Volynets K.;32;155;1588;424;6;4;6;1;;;2;0;Completed;1,3;3,5;1,42;3,09;1,42;3,58;1,34;3,24
10;Guadalajara;Abierto Zapopan;22/02/2022;WTA250;Outdoor;Hard;1st Round;3;Paquet C.;Masarova R.;118;142;582;460;7;5;7;5;;;2;0;Completed;2,62;1,5;2,64;1,54;2,66;1,62;2,51;1,52
10;Guadalajara;Abierto Zapopan;23/02/2022;WTA250;Outdoor;Hard;1st Round;3;Dolehide C.;Zhu L.;180;109;368;614;4;6;6;3;6;4;2;1;Completed;1,57;2,37;1,64;2,38;1,71;2,38;1,63;2,27
10;Guadalajara;Abierto Zapopan;23/02/2022;WTA250;Outdoor;Hard;1st Round;3;Saville D.;Raducanu E.;610;12;67;2664;5;7;7;6;4;3;1;1;Retired;3,75;1,28;3,75;1,31;3,8;1,32;3,56;1,29
10;Guadalajara;Abierto Zapopan;23/02/2022;WTA250;Outdoor;Hard;1st Round;3;Frech M.;Zarazua R.;97;121;734;558;7;6;4;6;6;4;2;1;Completed;1,25;4;1,27;4,09;1,27;4,4;1,24;3,91
10;Guadalajara;Abierto Zapopan;23/02/2022;WTA250;Outdoor;Hard;2nd Round;3;Wang Q.;Tan H.;144;104;459;668;6;4;6;2;;;2;0;Completed;1,44;2,75;1,47;2,93;1,5;2,93;1,45;2,7
10;Guadalajara;Abierto Zapopan;23/02/2022;WTA250;Outdoor;Hard;2nd Round;3;Kalinskaya A.;Wang Xin.;100;94;694;750;6;4;0;6;6;4;2;1;Completed;1,8;2;1,74;2,22;2,05;2,22;1,77;2,05
10;Guadalajara;Abierto Zapopan;24/02/2022;WTA250;Outdoor;Hard;2nd Round;3;Bouzkova M.;Bronzetti L.;96;112;743;611;7;6;6;2;;;2;0;Completed;1,5;2,62;1,57;2,56;1,58;2,64;1,53;2,48
10;Guadalajara;Abierto Zapopan;24/02/2022;WTA250;Outdoor;Hard;2nd Round;3;Schmiedlova A.;Potapova A.;88;111;772;611;6;3;7;6;;;2;0;Completed;2,37;1,57;2,43;1,63;2,5;1,65;2,36;1,58
10;Guadalajara;Abierto Zapopan;24/02/2022;WTA250;Outdoor;Hard;2nd Round;3;Sorribes Tormo S.;Frech M.;32;97;1588;734;6;0;6;2;;;2;0;Completed;1,4;3;1,4;3,25;1,41;3,42;1,36;3,12
10;Guadalajara;Abierto Zapopan;24/02/2022;WTA250;Outdoor;Hard;2nd Round;3;Stephens S.;Paquet C.;57;118;1023;582;7;5;6;4;;;2;0;Completed;1,36;3,2;1,32;3,77;1,36;3,77;1,32;3,31
10;Guadalajara;Abierto Zapopan;25/02/2022;WTA250;Outdoor;Hard;2nd Round;3;Saville D.;Dolehide C.;610;180;67;368;6;1;6;3;;;2;0;Completed;1,8;2;1,93;1,97;1,95;2;1,86;1,93
10;Guadalajara;Abierto Zapopan;25/02/2022;WTA250;Outdoor;Hard;2nd Round;3;Osorio M.;Baptiste H.;45;131;1147;513;1;6;6;3;6;3;2;1;Completed;1,72;2,1;1,64;2,41;1,8;2,41;1,69;2,15
10;Guadalajara;Abierto Zapopan;25/02/2022;WTA250;Outdoor;Hard;Quarterfinals;3;Wang Q.;Schmiedlova A.;144;88;459;772;6;2;6;3;;;2;0;Completed;1,53;2,5;1,53;2,71;1,66;2,78;1,54;2,45
10;Guadalajara;Abierto Zapopan;25/02/2022;WTA250;Outdoor;Hard;Quarterfinals;3;Kalinskaya A.;Osorio M.;100;45;694;1147;6;4;6;1;;;2;0;Completed;2,1;1,72;1,95;1,95;2,25;1,96;2,04;1,78
10;Guadalajara;Abierto Zapopan;26/02/2022;WTA250;Outdoor;Hard;Quarterfinals;3;Stephens S.;Saville D.;57;610;1023;67;4;6;6;3;6;2;2;1;Completed;1,53;2,5;1,62;2,45;1,65;2,53;1,59;2,36
10;Guadalajara;Abierto Zapopan;26/02/2022;WTA250;Outdoor;Hard;Quarterfinals;3;Bouzkova M.;Sorribes Tormo S.;96;32;743;1588;6;4;6;1;;;2;0;Completed;2,37;1,57;2,48;1,61;2,5;1,62;2,38;1,57
10;Guadalajara;Abierto Zapopan;27/02/2022;WTA250;Outdoor;Hard;Semifinals;3;Stephens S.;Kalinskaya A.;57;100;1023;694;3;6;7;5;;;1;1;Retired;1,61;2,3;1,81;2,11;1,86;2,3;1,71;2,14
10;Guadalajara;Abierto Zapopan;27/02/2022;WTA250;Outdoor;Hard;Semifinals;3;Bouzkova M.;Wang Q.;96;144;743;459;6;3;6;3;;;2;0;Completed;2,2;1,66;2,35;1,67;2,35;1,73;2,2;1,67
10;Guadalajara;Abierto Zapopan;28/02/2022;WTA250;Outdoor;Hard;The Final;3;Stephens S.;Bouzkova M.;57;96;1023;743;7;5;1;6;6;2;2;1;Completed;2,1;1,72;1,96;1,94;2,13;1,94;2,01;1,8
